SK_ID_CURR,TARGET
0.0,0.38899999999999996
1.1228101692906112e-05,0.38099999999999995
3.3684305078773846e-05,0.347
7.578968642718564e-05,0.34900000000000003
0.00010385994065947868,0.3470000000000001
0.00011508804235238479,0.41899999999999993
0.0001571934237008521,0.343
0.00017964962708666432,0.353
0.00018245665250987697,0.361
0.00018526367793314513,0.373
0.0002049128558957447,0.3819999999999999
0.00024982526266742466,0.37399999999999994
0.0002526322880906373,0.35600000000000004
0.00025543931351384996,0.418
0.0002947376694390491,0.31700000000000006
0.00029754469486231727,0.45899999999999996
0.00030315874570874257,0.39299999999999996
0.0003256149490946103,0.35300000000000004
0.000356492228750116,0.43699999999999994
0.0003929835592521025,0.41999999999999993
0.00041824678806118287,0.36200000000000004
0.00046877324567928813,0.4159999999999999
0.0004715802711025008,0.37199999999999994
0.00047438729652576894,0.39799999999999996
0.0004771943219489816,0.3949999999999999
0.00048000134737219424,0.37099999999999994
0.0005136856524509681,0.35899999999999993
0.0005221067287206616,0.39799999999999996
0.0005922823643013664,0.333
0.0006203526185336594,0.375
0.0006231596439568721,0.33799999999999997
0.0006484228727659525,0.34299999999999997
0.0006736861015750328,0.34
0.000684914203267939,0.31700000000000006
0.0007073704066537512,0.363
0.0007157914829234446,0.30800000000000005
0.0007578968642719119,0.37999999999999995
0.0007775460422345115,0.39299999999999996
0.0007831600930809368,0.32300000000000006
0.0008561427540849098,0.411
0.0008701778812010841,0.38999999999999996
0.0008729849066242967,0.3959999999999999
0.000923511364242402,0.39799999999999996
0.0009263183896656701,0.323
0.0009852659235534689,0.365
0.0010021080760928558,0.3969999999999999
0.0010273713049018807,0.3420000000000001
0.001069476686250348,0.4329999999999999
0.0010750907370968288,0.419
0.0010778977625200414,0.3530000000000001
0.001080704787943254,0.3390000000000001
0.0011171961184452406,0.35799999999999993
0.0011312312455614149,0.3849999999999999
0.0011649155506401332,0.338
0.0011817577031795201,0.329
0.0011929858048724262,0.37899999999999995
0.0012266701099512,0.35899999999999993
0.001243512262490587,0.4019999999999999
0.0012463192879137996,0.364
0.0012491263133370123,0.4139999999999999
0.001251933338760225,0.378
0.0012603544150299184,0.37699999999999995
0.0013052668218015984,0.36899999999999994
0.001352986253996491,0.37499999999999994
0.0013557932794197036,0.3419999999999999
0.0013838635336519967,0.36199999999999993
0.0014287759404236766,0.41999999999999993
0.0014343899912701574,0.4109999999999999
0.0014484251183862762,0.3530000000000001
0.0015354429065064235,0.38
0.001543863982776117,0.33000000000000007
0.0015466710081993296,0.33399999999999996
0.0015494780336225422,0.3869999999999999
0.00157193423700841,0.37099999999999994
0.0015915834149710095,0.4139999999999999
0.0015943904403942222,0.3479999999999999
0.0016561449997052335,0.31700000000000006
0.0016589520251285017,0.40199999999999997
0.0016870222793607947,0.32900000000000007
0.0017010574064769135,0.37799999999999995
0.0017178995590163004,0.363
0.0017291276607092065,0.3789999999999999
0.0017319346861324747,0.3759999999999999
0.0017431627878253808,0.4009999999999999
0.0017515838640950743,0.31199999999999994
0.0018975491861029647,0.4449999999999999
0.0019593037454140316,0.337
