SK_ID_CURR,TARGET
0.0,0.06405182504798965
1.1228101692906112e-05,0.14646117772685824
3.3684305078773846e-05,0.05198951283152072
7.578968642718564e-05,0.07064459166720857
0.00010385994065947868,0.12946434432122933
0.00011508804235238479,0.046967187289649326
0.0001571934237008521,0.06623160933015886
0.00017964962708666432,0.09640365497125311
0.00018245665250987697,0.06258932933307047
0.00018526367793314513,0.08900531072229848
0.0002049128558957447,0.04612803204839655
0.00024982526266742466,0.13172683553077857
0.0002526322880906373,0.12135349190531583
0.00025543931351384996,0.07648653035823177
0.0002947376694390491,0.09965268352465774
0.00029754469486231727,0.11188646451561406
0.00030315874570874257,0.09346126612848323
0.0003256149490946103,0.06007381789612094
0.000356492228750116,0.06463872018743581
0.0003929835592521025,0.0828197299817434
0.00041824678806118287,0.06557422646373891
0.00046877324567928813,0.049227470076090414
0.0004715802711025008,0.060332143697675276
0.00047438729652576894,0.09136266981795385
0.0004771943219489816,0.07186288393856638
0.00048000134737219424,0.12275583960635941
0.0005136856524509681,0.07938281662769701
0.0005221067287206616,0.06404143970345168
0.0005922823643013664,0.07597375779120008
0.0006203526185336594,0.09024823064671039
0.0006231596439568721,0.05910484984594429
0.0006484228727659525,0.07785839883482114
0.0006736861015750328,0.130451114127812
0.000684914203267939,0.05785694069442639
0.0007073704066537512,0.04427835016059644
0.0007157914829234446,0.10146313312061153
0.0007578968642719119,0.04491640043587018
0.0007775460422345115,0.12641144197648446
0.0007831600930809368,0.062447902855044334
0.0008561427540849098,0.11535793858668979
0.0008701778812010841,0.11421600374035333
0.0008729849066242967,0.03833195351590194
0.000923511364242402,0.07517702126943276
0.0009263183896656701,0.08451755546440315
0.0009852659235534689,0.0635194472958404
0.0010021080760928558,0.10162013131461707
0.0010273713049018807,0.06238069125852421
0.001069476686250348,0.06849327327849533
0.0010750907370968288,0.07278597233310115
0.0010778977625200414,0.08923693269996757
0.001080704787943254,0.08848165099961616
0.0011171961184452406,0.0657598678050776
0.0011312312455614149,0.07129479207413705
0.0011649155506401332,0.05902270569366581
0.0011817577031795201,0.11436361126376669
0.0011929858048724262,0.07212878709008566
0.0012266701099512,0.06858403120153495
0.001243512262490587,0.09720828086691367
0.0012463192879137996,0.11457739896989609
0.0012491263133370123,0.07994426887352264
0.001251933338760225,0.05852400306202256
0.0012603544150299184,0.09695080980661377
0.0013052668218015984,0.06542216619632224
0.001352986253996491,0.06891488368666232
0.0013557932794197036,0.03647076089115293
0.0013838635336519967,0.09191723508939549
0.0014287759404236766,0.11739413900153862
0.0014343899912701574,0.06189775023503523
0.0014484251183862762,0.06478763661420157
0.0015354429065064235,0.047248490237060556
0.001543863982776117,0.07148016833122608
0.0015466710081993296,0.11303276233563955
0.0015494780336225422,0.05552423301718417
0.00157193423700841,0.10629176987961804
0.0015915834149710095,0.13435311918366488
0.0015943904403942222,0.05519986105594307
0.0016561449997052335,0.08031060911179629
0.0016589520251285017,0.05400144794624905
0.0016870222793607947,0.06888476828492973
0.0017010574064769135,0.08908681517234435
0.0017178995590163004,0.06345201357485382
0.0017291276607092065,0.05459084947617711
0.0017319346861324747,0.09207546402816669
0.0017431627878253808,0.13611927575297786
0.0017515838640950743,0.08876778832224996
0.0018975491861029647,0.08636177544266987
0.0019593037454140316,0.07338367029912929
0.001967724821683725,0.14494941663775288
0.00199298805049275,0.06334211261827835
0.0020435145081109107,0.10920405111568071
0.0020743917877664164,0.12151973655618023
0.0020856198894593225,0.10235183454555875
0.0020884269148825907,0.0831540747262781
0.002094040965729016,0.10054063020308379
0.002105269067421922,0.09444645750171968
0.0021080760928451903,0.0667723054642823
0.002110883118268403,0.15708927932192515
0.0021136901436916156,0.09557598811429972
0.0021305322962310025,0.08395029102351133
0.0021361463470774833,0.09676675857270955
0.002138953372500696,0.0728843218190646
0.0021445674233471768,0.06260591007481167
0.0021586025504632955,0.08252781505119755
0.0021642166013097763,0.06726521483781495
0.002178251728425895,0.0662542113855323
0.0022175500843510942,0.06929208413971708
0.0022203571097743624,0.0458878438043044
0.002234392236890481,0.08102293022987289
0.002307374897894454,0.09905792587938858
0.0023157959741641476,0.09129747820442853
0.0023270240758570537,0.08351864220049847
0.0023438662283964407,0.10846282156597882
0.0024449191436327067,0.06542682694008617
0.002551586109715398,0.09033282672811324
0.0025600071859850915,0.05377995151042683
0.0025740423131012102,0.06242961773320076
0.0026105336436031967,0.06306379313750461
0.0026694811774909954,0.07214912792362295
0.0026722882029142636,0.05202503155718265
0.002705972507992982,0.10776111662136587
0.0027200076351091562,0.07039812287270182
0.0027536919401878746,0.11003383056153189
0.0027564989656111427,0.11128877462265882
0.0027593059910343554,0.06932718758330052
0.002767727067304049,0.08433986078855757
0.002795797321536342,0.06030118041692727
0.0027986043469595545,0.13924037715712892
0.0028098324486524606,0.0728672720693269
0.002818253524922154,0.09532068618415404
0.0028266746011918475,0.12183296186395762
0.0028603589062706214,0.0778012267193493
0.002863165931693834,0.08727785922576362
0.0028715870079635275,0.06134523065118711
0.00287439403338674,0.1275466269338041
0.0028772010588100083,0.07649344024829106
0.002891236185926127,0.055212922617459075
0.00291930644015842,0.06328727728847705
0.002947376694390713,0.04591753574685649
0.0029586047960836193,0.09209839515715229
0.0029614118215068874,0.14253221094144522
